case_id,fold,method,mode,shape_threshold,vol_bin,gt_vox,pred_vox,flood_gt_10000_vox,correct_absent_pred_lt_10_vox,lesionwise_dice_mean,lesion_tp,lesion_fn,lesion_fp,dominant_found
BraTS-GLI-02753-100,3,otsu_T1c,shape_post_filter,0.5309848428280338,medium,6097,0,False,,0.0,0,5,0,False
BraTS-GLI-02753-100,3,gmm_T1c,shape_post_filter,0.5309848428280338,medium,6097,0,False,,0.0,0,5,0,False
BraTS-GLI-02753-100,3,sustraccion,shape_post_filter,0.5309848428280338,medium,6097,35793,True,,0.004450807347893715,4,1,252,True
BraTS-GLI-02753-100,3,gmm_2d,shape_post_filter,0.5309848428280338,medium,6097,9076,False,,0.0,0,5,49,False
BraTS-GLI-02753-100,3,variational_spline,shape_post_filter,0.5309848428280338,medium,6097,0,False,,0.0,0,5,0,False
