case_id,fold,method,mode,shape_threshold,vol_bin,gt_vox,pred_vox,flood_gt_10000_vox,correct_absent_pred_lt_10_vox,lesionwise_dice_mean,lesion_tp,lesion_fn,lesion_fp,dominant_found
BraTS-GLI-02553-101,3,otsu_T1c,shape_post_filter,0.5309848428280338,large,21553,0,False,,0.0,0,2,0,False
BraTS-GLI-02553-101,3,gmm_T1c,shape_post_filter,0.5309848428280338,large,21553,0,False,,0.0,0,2,0,False
BraTS-GLI-02553-101,3,sustraccion,shape_post_filter,0.5309848428280338,large,21553,10619,True,,1.2042223715980072e-05,1,1,83,True
BraTS-GLI-02553-101,3,gmm_2d,shape_post_filter,0.5309848428280338,large,21553,16365,True,,0.0,0,2,88,False
BraTS-GLI-02553-101,3,variational_spline,shape_post_filter,0.5309848428280338,large,21553,0,False,,0.0,0,2,0,False
