case_id,method,source,component_label,component_rank_by_volume,volume_vox,enh_max,enh_mean,candidate_policy,n_metric_components_in_mask,ph_error,ph_h0_max_persistence,ph_h0_second_persistence,ph_h0_n_ge_0_10,ph_h1_max_persistence,ph_h2_max_persistence,ph_downsample_step,ph_crop_voxels,ph_runtime_s
BraTS-GLI-02216-100,GT_ET,true_et_cohort,1,1,4147,0.9217606782913208,0.0312504917383194,all_components,2,,0.9217606782913208,0.2908358871936798,10,0.1318763792514801,0.0,1,34596,0.15910249995067716
BraTS-GLI-02216-100,GT_ET,true_et_cohort,2,2,55,0.4059363603591919,0.10503431409597397,all_components,2,,0.4059363603591919,0.24266821146011353,2,0.0,0.0,1,1080,0.004492900334298611
BraTS-GLI-02216-100,otsu_T1c,prediction_component,1,1,7148,1.0,0.6636289954185486,top5_volume_union_top5_enh,1,,1.0,0.8334532380104065,20,0.6730445623397827,0.0,2,102312,0.5311340996995568
BraTS-GLI-02216-100,gmm_T1c,prediction_component,1,1,9671,1.0,0.49325281381607056,top5_volume_union_top5_enh,1,,1.0,0.9902490377426147,54,0.6218919157981873,0.11656978726387024,2,99840,0.516531000379473
BraTS-GLI-02216-100,sustraccion,prediction_component,3,1,70547,1.0,0.34864234924316406,top5_volume_union_top5_enh,111,,1.0,1.0,243,0.6747783422470093,0.07210415229201317,3,101136,0.5079748998396099
BraTS-GLI-02216-100,sustraccion,prediction_component,70,2,1382,1.0,0.5007674694061279,top5_volume_union_top5_enh,111,,1.0,0.32050827145576477,9,0.04223954677581787,0.0,1,136884,0.6982156997546554
BraTS-GLI-02216-100,sustraccion,prediction_component,39,3,816,0.9168063402175903,0.23671598732471466,top5_volume_union_top5_enh,111,,0.9168063402175903,0.3118305206298828,4,0.23054125905036926,0.21100238151848316,1,20088,0.08563179988414049
BraTS-GLI-02216-100,sustraccion,prediction_component,43,4,702,0.8733838796615601,0.20462320744991302,top5_volume_union_top5_enh,111,,0.8733838796615601,0.3174433708190918,4,0.34777548909187317,0.08671629428863525,1,15834,0.06649119965732098
BraTS-GLI-02216-100,sustraccion,prediction_component,4,5,408,0.8676236867904663,0.18498985469341278,top5_volume_union_top5_enh,111,,0.8676236867904663,0.43721283972263336,7,0.0012788623571395874,0.0,1,11592,0.049008899834007025
BraTS-GLI-02216-100,sustraccion,prediction_component,69,10,185,1.0,0.35493895411491394,top5_volume_union_top5_enh,111,,1.0,0.2091788351535797,4,0.028810231015086174,0.0,1,7040,0.029845300130546093
BraTS-GLI-02216-100,sustraccion,prediction_component,67,42,36,1.0,0.4588238000869751,top5_volume_union_top5_enh,111,,1.0,0.36529457569122314,2,0.0,0.0,1,1080,0.004486800171434879
BraTS-GLI-02216-100,sustraccion,prediction_component,10,16,82,1.0,0.5458146333694458,top5_volume_union_top5_enh,111,,1.0,0.0,1,0.0,0.0,1,1440,0.005867700092494488
BraTS-GLI-02216-100,gmm_2d,prediction_component,5,1,77977,1.0,0.27172401547431946,top5_volume_union_top5_enh,100,,1.0,1.0,192,0.5205342322587967,0.02825096994638443,3,105336,0.5199079001322389
BraTS-GLI-02216-100,gmm_2d,prediction_component,9,2,2695,1.0,0.27895888686180115,top5_volume_union_top5_enh,100,,1.0,0.8050668388605118,22,0.19359153136610985,0.0750669613480568,1,108376,0.5389698999933898
BraTS-GLI-02216-100,gmm_2d,prediction_component,64,3,1962,1.0,0.3567483127117157,top5_volume_union_top5_enh,100,,1.0,0.5132485628128052,4,0.07532799243927002,0.0,1,147560,0.7568947998806834
BraTS-GLI-02216-100,gmm_2d,prediction_component,83,4,1659,1.0,0.31317657232284546,top5_volume_union_top5_enh,100,,1.0,0.4693589210510254,13,0.17119266092777252,0.2408156543970108,1,84000,0.4142897999845445
BraTS-GLI-02216-100,gmm_2d,prediction_component,40,5,871,0.9168063402175903,0.21457746624946594,top5_volume_union_top5_enh,100,,0.9168063402175903,0.3118305206298828,4,0.23054125905036926,0.21100238151848316,1,12880,0.05342910019680858
BraTS-GLI-02216-100,gmm_2d,prediction_component,97,25,140,1.0,0.2798444628715515,top5_volume_union_top5_enh,100,,1.0,0.0827743411064148,1,0.0,0.0,1,2352,0.009357099886983633
BraTS-GLI-02216-100,gmm_2d,prediction_component,88,20,170,1.0,0.2815781533718109,top5_volume_union_top5_enh,100,,1.0,0.1931677758693695,2,0.3438567817211151,0.0,1,4256,0.01721790013834834
BraTS-GLI-02216-100,gmm_2d,prediction_component,81,18,177,1.0,0.3081164062023163,top5_volume_union_top5_enh,100,,1.0,0.1672409176826477,3,0.03885280713438988,0.0,1,2618,0.01009450014680624
BraTS-GLI-02216-100,gmm_2d,prediction_component,71,23,159,1.0,0.2664732038974762,top5_volume_union_top5_enh,100,,1.0,0.14178401231765747,2,0.0,0.0,1,4284,0.01668780017644167
BraTS-GLI-02216-100,variational_spline,prediction_component,1,1,9671,1.0,0.49325281381607056,top5_volume_union_top5_enh,1,,1.0,0.9902490377426147,54,0.6218919157981873,0.11656978726387024,2,99840,0.4932182002812624
