case_id,method,source,component_label,component_rank_by_volume,volume_vox,enh_max,enh_mean,candidate_policy,n_metric_components_in_mask,ph_error,ph_h0_max_persistence,ph_h0_second_persistence,ph_h0_n_ge_0_10,ph_h1_max_persistence,ph_h2_max_persistence,ph_downsample_step,ph_crop_voxels,ph_runtime_s
BraTS-GLI-02229-100,otsu_T1c,absent_fp_component,1,1,13528,1.0,0.6826600432395935,top5_volume_union_top5_enh,1,,1.0,0.9980716705322266,31,0.1525161862373352,0.23105093836784363,2,229710,1.209421900101006
BraTS-GLI-02229-100,gmm_T1c,absent_fp_component,1,1,14117,1.0,0.6718630790710449,top5_volume_union_top5_enh,1,,1.0,1.0,31,0.47914472222328186,0.23105093836784363,2,229710,1.2110589002259076
BraTS-GLI-02229-100,sustraccion,absent_fp_component,3,1,70292,1.0,0.43754303455352783,top5_volume_union_top5_enh,118,,1.0,1.0,214,0.7141408920288086,0.08307749032974243,3,117218,0.5902293003164232
BraTS-GLI-02229-100,sustraccion,absent_fp_component,25,2,705,0.8994144797325134,0.3964025676250458,top5_volume_union_top5_enh,118,,0.8994144797325134,0.36810824275016785,7,0.2534545361995697,0.0,1,20358,0.08856219984591007
BraTS-GLI-02229-100,sustraccion,absent_fp_component,1,3,330,1.0,0.40155652165412903,top5_volume_union_top5_enh,118,,1.0,0.4314201772212982,6,0.1827196478843689,0.03672340512275696,1,6264,0.025321200024336576
BraTS-GLI-02229-100,sustraccion,absent_fp_component,5,4,256,0.5830485820770264,0.2387879192829132,top5_volume_union_top5_enh,118,,0.5830485820770264,0.3840210735797882,2,0.04994723200798035,0.0,1,4590,0.018618700094521046
BraTS-GLI-02229-100,sustraccion,absent_fp_component,76,5,247,1.0,0.5762758255004883,top5_volume_union_top5_enh,118,,1.0,0.18494057655334473,3,0.0,0.0,1,13754,0.058251900132745504
BraTS-GLI-02229-100,sustraccion,absent_fp_component,118,12,129,1.0,0.6277815699577332,top5_volume_union_top5_enh,118,,1.0,0.18304693698883057,2,0.03872495889663696,0.0,1,1728,0.007881400175392628
BraTS-GLI-02229-100,sustraccion,absent_fp_component,117,62,26,1.0,0.7182998061180115,top5_volume_union_top5_enh,118,,1.0,0.09826183319091797,1,0.0,0.0,1,891,0.0033748000860214233
BraTS-GLI-02229-100,sustraccion,absent_fp_component,116,76,19,1.0,0.6676923036575317,top5_volume_union_top5_enh,118,,1.0,0.0,1,0.0,0.0,1,576,0.002122200094163418
BraTS-GLI-02229-100,sustraccion,absent_fp_component,115,28,66,1.0,0.6940469741821289,top5_volume_union_top5_enh,118,,1.0,0.05690664052963257,1,0.0,0.0,1,1650,0.006354800425469875
BraTS-GLI-02229-100,sustraccion,absent_fp_component,114,95,14,1.0,0.632411777973175,top5_volume_union_top5_enh,118,,1.0,0.0,1,0.0,0.0,1,512,0.00235249986872077
BraTS-GLI-02229-100,gmm_2d,absent_fp_component,6,1,136678,1.0,0.2716778516769409,top5_volume_union_top5_enh,125,,1.0,1.0,281,0.5437341928482056,0.1328382045030594,3,127440,0.6453521996736526
BraTS-GLI-02229-100,gmm_2d,absent_fp_component,4,2,893,1.0,0.22105558216571808,top5_volume_union_top5_enh,125,,1.0,0.34897881746292114,8,0.1827196478843689,0.03672340512275696,1,20925,0.09283730015158653
BraTS-GLI-02229-100,gmm_2d,absent_fp_component,36,3,689,0.9773098826408386,0.2603619694709778,top5_volume_union_top5_enh,125,,0.9773098826408386,0.28609469532966614,10,0.20134738087654114,0.1066972091794014,1,36120,0.16729260003194213
BraTS-GLI-02229-100,gmm_2d,absent_fp_component,53,4,584,1.0,0.2985033094882965,top5_volume_union_top5_enh,125,,1.0,0.3776203393936157,7,0.2816823422908783,0.0,1,20010,0.08653969969600439
BraTS-GLI-02229-100,gmm_2d,absent_fp_component,40,5,563,0.985785186290741,0.17008565366268158,top5_volume_union_top5_enh,125,,0.985785186290741,0.24842235445976257,3,0.003490760922431946,0.0,1,9900,0.04247509967535734
BraTS-GLI-02229-100,gmm_2d,absent_fp_component,124,80,25,1.0,0.5216150283813477,top5_volume_union_top5_enh,125,,1.0,0.057143330574035645,1,0.0,0.0,1,729,0.003262799698859453
BraTS-GLI-02229-100,gmm_2d,absent_fp_component,122,63,46,1.0,0.46587616205215454,top5_volume_union_top5_enh,125,,1.0,0.008074045181274414,1,0.08261281251907349,0.0,1,1100,0.0045206001959741116
BraTS-GLI-02229-100,gmm_2d,absent_fp_component,123,80,25,1.0,0.5238898992538452,top5_volume_union_top5_enh,125,,1.0,0.0,1,0.0,0.0,1,729,0.0031876000575721264
BraTS-GLI-02229-100,gmm_2d,absent_fp_component,119,80,25,1.0,0.4715496003627777,top5_volume_union_top5_enh,125,,1.0,0.0,1,0.0,0.0,1,729,0.0027967998757958412
BraTS-GLI-02229-100,gmm_2d,absent_fp_component,120,19,158,1.0,0.417462557554245,top5_volume_union_top5_enh,125,,1.0,0.05690664052963257,1,0.0,0.0,1,2652,0.011316699907183647
BraTS-GLI-02229-100,variational_spline,absent_fp_component,1,1,14118,1.0,0.6718423962593079,top5_volume_union_top5_enh,1,,1.0,1.0,31,0.47914472222328186,0.23105093836784363,2,229710,1.2154073999263346
