case_id,method,source,component_label,component_rank_by_volume,volume_vox,enh_max,enh_mean,candidate_policy,n_metric_components_in_mask,ph_error,ph_h0_max_persistence,ph_h0_second_persistence,ph_h0_n_ge_0_10,ph_h1_max_persistence,ph_h2_max_persistence,ph_downsample_step,ph_crop_voxels,ph_runtime_s
BraTS-GLI-02801-100,GT_ET,true_et_cohort,1,1,11712,0.8657793998718262,0.168822780251503,all_components,2,,0.8657793998718262,0.2939999997615814,15,0.49618226289749146,0.3330406118184328,1,76050,0.44520230032503605
BraTS-GLI-02801-100,GT_ET,true_et_cohort,2,2,1477,0.8254258632659912,0.289261132478714,all_components,2,,0.8254258632659912,0.05124533176422119,1,0.0,0.03315579891204834,1,9918,0.044546599965542555
BraTS-GLI-02801-100,otsu_T1c,prediction_component,1,1,20565,1.0,0.40634921193122864,top5_volume_union_top5_enh,1,,1.0,0.8919823169708252,91,0.6417497396469116,0.2143726497888565,2,227760,1.3009029002860188
BraTS-GLI-02801-100,gmm_T1c,prediction_component,1,1,23557,1.0,0.3805978000164032,top5_volume_union_top5_enh,1,,1.0,0.8919823169708252,100,0.6417497396469116,0.2143726497888565,2,227760,1.2983798999339342
BraTS-GLI-02801-100,sustraccion,prediction_component,1,1,96056,1.0,0.23990212380886078,top5_volume_union_top5_enh,158,,1.0,0.9769639652222395,321,0.6049865484237671,0.33134177327156067,3,134750,0.6794707998633385
BraTS-GLI-02801-100,sustraccion,prediction_component,59,2,1378,0.8254258632659912,0.3103786110877991,top5_volume_union_top5_enh,158,,0.8254258632659912,0.08754213154315948,1,0.0,0.03315579891204834,1,11600,0.04792270017787814
BraTS-GLI-02801-100,sustraccion,prediction_component,45,3,1223,1.0,0.21059300005435944,top5_volume_union_top5_enh,158,,1.0,0.8272063583135605,26,0.39293942227959633,0.05104539543390274,1,56700,0.28076850017532706
BraTS-GLI-02801-100,sustraccion,prediction_component,2,4,1059,1.0,0.2703947424888611,top5_volume_union_top5_enh,158,,1.0,0.8517736792564392,12,0.22656375169754028,0.0,1,46690,0.2149137002415955
BraTS-GLI-02801-100,sustraccion,prediction_component,9,5,354,0.8233087062835693,0.1664542257785797,top5_volume_union_top5_enh,158,,0.8233087062835693,0.2899079918861389,3,0.0537145733833313,0.018830737099051476,1,7920,0.0316384001635015
BraTS-GLI-02801-100,sustraccion,prediction_component,71,81,24,1.0,0.22226464748382568,top5_volume_union_top5_enh,158,,1.0,0.0,1,0.0,0.0,1,648,0.002678699791431427
BraTS-GLI-02801-100,sustraccion,prediction_component,94,6,280,1.0,0.2377411425113678,top5_volume_union_top5_enh,158,,1.0,0.7357563972473145,8,0.0,0.0,1,32928,0.15180760016664863
BraTS-GLI-02801-100,sustraccion,prediction_component,103,17,119,1.0,0.2629048228263855,top5_volume_union_top5_enh,158,,1.0,0.2800420820713043,4,0.08593178633600473,0.0,1,2772,0.01088570011779666
BraTS-GLI-02801-100,sustraccion,prediction_component,14,13,151,1.0,0.2143092304468155,top5_volume_union_top5_enh,158,,1.0,0.09394499659538269,1,0.0,0.0,1,2535,0.010480699595063925
BraTS-GLI-02801-100,gmm_2d,prediction_component,1,1,94693,1.0,0.1943608671426773,top5_volume_union_top5_enh,114,,1.0,1.0,224,0.4462168216705322,0.01605994999408722,3,103275,0.5113244000822306
BraTS-GLI-02801-100,gmm_2d,prediction_component,86,2,2933,0.9140998125076294,0.2239907830953598,top5_volume_union_top5_enh,114,,0.9140998125076294,0.5545551478862762,23,0.28262612223625183,0.02468530833721161,1,75480,0.36264790035784245
BraTS-GLI-02801-100,gmm_2d,prediction_component,57,3,1881,0.8254258632659912,0.22737997770309448,top5_volume_union_top5_enh,114,,0.8254258632659912,0.08754213154315948,1,0.0,0.03315579891204834,1,15004,0.0656725000590086
BraTS-GLI-02801-100,gmm_2d,prediction_component,9,4,1565,1.0,0.16078561544418335,top5_volume_union_top5_enh,114,,1.0,0.6055949330329895,15,0.22557996958494186,0.009774059057235718,1,32340,0.14470429997891188
BraTS-GLI-02801-100,gmm_2d,prediction_component,46,5,1265,1.0,0.1403074562549591,top5_volume_union_top5_enh,114,,1.0,0.8272063583135605,14,0.39293942227959633,0.05104539543390274,1,29568,0.1387660000473261
BraTS-GLI-02801-100,gmm_2d,prediction_component,104,6,973,1.0,0.20231610536575317,top5_volume_union_top5_enh,114,,1.0,0.6315178871154785,8,0.031609028577804565,0.02697703242301941,1,13949,0.05728329997509718
BraTS-GLI-02801-100,gmm_2d,prediction_component,110,11,470,1.0,0.2679333984851837,top5_volume_union_top5_enh,114,,1.0,0.14484000205993652,3,0.0,0.0,1,12240,0.049711199942976236
BraTS-GLI-02801-100,gmm_2d,prediction_component,101,54,63,1.0,0.29848527908325195,top5_volume_union_top5_enh,114,,1.0,0.019075751304626465,1,0.0,0.0,1,1331,0.0053443000651896
BraTS-GLI-02801-100,gmm_2d,prediction_component,69,28,154,1.0,0.3017835319042206,top5_volume_union_top5_enh,114,,1.0,0.13865000009536743,2,0.0,0.0,1,2112,0.008187000174075365
BraTS-GLI-02801-100,gmm_2d,prediction_component,67,20,189,1.0,0.2374151051044464,top5_volume_union_top5_enh,114,,1.0,0.4124263525009155,3,0.2903565466403961,0.0,1,4624,0.01870139967650175
BraTS-GLI-02801-100,variational_spline,prediction_component,1,1,23589,1.0,0.3800833225250244,top5_volume_union_top5_enh,1,,1.0,0.8919823169708252,100,0.6417497396469116,0.2143726497888565,2,227760,1.1920302999205887
