case_id,method,source,component_label,component_rank_by_volume,volume_vox,enh_max,enh_mean,candidate_policy,n_metric_components_in_mask,ph_error,ph_h0_max_persistence,ph_h0_second_persistence,ph_h0_n_ge_0_10,ph_h1_max_persistence,ph_h2_max_persistence,ph_downsample_step,ph_crop_voxels,ph_runtime_s
BraTS-GLI-02984-101,otsu_T1c,absent_fp_component,1,1,13855,0.9911682605743408,0.4672067165374756,top5_volume_union_top5_enh,1,,0.9536492824554443,0.36065414547920227,42,0.6207944750785828,0.0,2,234484,1.222982400096953
BraTS-GLI-02984-101,gmm_T1c,absent_fp_component,1,1,16573,1.0,0.4385592043399811,top5_volume_union_top5_enh,1,,1.0,0.6232118159532547,52,0.6207944750785828,0.0,2,257796,1.3476617000997066
BraTS-GLI-02984-101,sustraccion,absent_fp_component,9,1,73843,1.0,0.27980154752731323,top5_volume_union_top5_enh,182,,1.0,0.9467081427574158,250,0.3977653831243515,0.0,3,118440,0.6092638000845909
BraTS-GLI-02984-101,sustraccion,absent_fp_component,85,2,1324,0.9699957370758057,0.35700133442878723,top5_volume_union_top5_enh,182,,0.9699957370758057,0.5653896927833557,23,0.38058921694755554,0.04636037349700928,1,112926,0.5669350000098348
BraTS-GLI-02984-101,sustraccion,absent_fp_component,2,3,1012,1.0,0.2793928384780884,top5_volume_union_top5_enh,182,,1.0,0.3221733570098877,12,0.4229241609573364,0.0,1,19278,0.08261810010299087
BraTS-GLI-02984-101,sustraccion,absent_fp_component,155,4,938,0.7127379179000854,0.26747721433639526,top5_volume_union_top5_enh,182,,0.7127379179000854,0.3540618121623993,15,0.07281267642974854,0.0,1,68992,0.33432350028306246
BraTS-GLI-02984-101,sustraccion,absent_fp_component,100,5,654,0.7260362505912781,0.18682704865932465,top5_volume_union_top5_enh,182,,0.7260362505912781,0.3453928679227829,6,0.1943172663450241,0.0,1,49280,0.22376039996743202
BraTS-GLI-02984-101,sustraccion,absent_fp_component,20,25,94,1.0,0.3078060746192932,top5_volume_union_top5_enh,182,,1.0,0.0,1,0.0,0.0,1,1716,0.006728099659085274
BraTS-GLI-02984-101,sustraccion,absent_fp_component,58,35,68,1.0,0.39617908000946045,top5_volume_union_top5_enh,182,,1.0,0.361599862575531,2,0.0,0.0,1,2079,0.008165000006556511
BraTS-GLI-02984-101,sustraccion,absent_fp_component,51,67,32,0.9945436716079712,0.24531318247318268,top5_volume_union_top5_enh,182,,0.9945436716079712,0.3042081296443939,2,0.0,0.0,1,792,0.0031575998291373253
BraTS-GLI-02984-101,gmm_2d,absent_fp_component,14,1,7985,1.0,0.08220010995864868,top5_volume_union_top5_enh,322,,0.7319523096084595,0.6830504536628723,41,0.1603047102689743,0.0,2,59220,0.27815029956400394
BraTS-GLI-02984-101,gmm_2d,absent_fp_component,170,2,5251,0.7617531418800354,0.10155151784420013,top5_volume_union_top5_enh,322,,0.7617531418800354,0.5304532498121262,44,0.28878698498010635,0.10868845880031586,1,154440,0.787780400365591
BraTS-GLI-02984-101,gmm_2d,absent_fp_component,247,3,3343,0.8724295496940613,0.1493772566318512,top5_volume_union_top5_enh,322,,0.8724295496940613,0.5931348651647568,31,0.26099368929862976,0.06627627462148666,1,65268,0.31420120038092136
BraTS-GLI-02984-101,gmm_2d,absent_fp_component,97,4,1480,0.8465365171432495,0.1134759858250618,top5_volume_union_top5_enh,322,,0.8465365171432495,0.4696275293827057,16,0.2648793961852789,0.0,1,42750,0.19530909974128008
BraTS-GLI-02984-101,gmm_2d,absent_fp_component,322,5,1237,1.0,0.29711905121803284,top5_volume_union_top5_enh,322,,1.0,0.3099607229232788,10,0.36349084973335266,0.2641088664531708,1,10868,0.04452140023931861
BraTS-GLI-02984-101,gmm_2d,absent_fp_component,1,8,721,1.0,0.17574205994606018,top5_volume_union_top5_enh,322,,1.0,0.7492502629756927,15,0.2047329545021057,0.1893562376499176,1,13068,0.0542815001681447
BraTS-GLI-02984-101,gmm_2d,absent_fp_component,24,17,336,1.0,0.08183906227350235,top5_volume_union_top5_enh,322,,1.0,0.5983632802963257,4,0.08156848698854446,0.0,1,4860,0.019784200005233288
BraTS-GLI-02984-101,gmm_2d,absent_fp_component,209,58,139,1.0,0.23918837308883667,top5_volume_union_top5_enh,322,,1.0,0.4575085937976837,4,0.10112684965133667,0.0,1,2288,0.008910700213164091
BraTS-GLI-02984-101,gmm_2d,absent_fp_component,82,37,174,1.0,0.23031263053417206,top5_volume_union_top5_enh,322,,1.0,0.1908702254295349,2,0.0,0.13410116732120514,1,2880,0.011506299953907728
BraTS-GLI-02984-101,variational_spline,absent_fp_component,1,1,16574,1.0,0.4385433495044708,top5_volume_union_top5_enh,1,,1.0,0.6232118159532547,52,0.6207944750785828,0.0,2,257796,1.3435974000021815
